node_id,timestamp,datetime_readable,raw_adc,nilai_mm_s,kelembapan_pct,rssi,status
NODE_01,1784198718,2026-07-16 17:45:18,3607435,0.409,48.12,-85,AMAN
NODE_01,1784198778,2026-07-16 17:46:18,1041467,0.118,51.05,-69,AMAN
NODE_01,1784198838,2026-07-16 17:47:18,2874042,0.326,50.56,-84,AMAN
NODE_01,1784198898,2026-07-16 17:48:18,3770877,0.427,50.59,-48,AMAN
NODE_01,1784198958,2026-07-16 17:49:18,4255586,0.482,40.44,-79,AMAN
NODE_01,1784199018,2026-07-16 17:50:18,620943,0.07,45.73,-66,AMAN
NODE_01,1784199078,2026-07-16 17:51:18,994353,0.113,49.53,-64,AMAN
NODE_01,1784199138,2026-07-16 17:52:18,5088595,0.577,53.78,-50,AMAN
NODE_01,1784199198,2026-07-16 17:53:18,1017965,0.115,49.37,-81,AMAN
NODE_01,1784199258,2026-07-16 17:54:18,4816236,0.546,51.74,-80,AMAN
NODE_01,1784199318,2026-07-16 17:55:18,4032759,0.457,52.05,-69,AMAN
NODE_01,1784199378,2026-07-16 17:56:18,0,0.0,52.31,-55,AMAN
NODE_01,1784199438,2026-07-16 17:57:18,4530792,0.513,53.71,-54,AMAN
NODE_01,1784199498,2026-07-16 17:58:18,489656,0.055,55.0,-85,AMAN
NODE_01,1784199558,2026-07-16 17:59:18,3489548,0.395,43.22,-80,AMAN
NODE_01,1784199618,2026-07-16 18:00:18,3718032,0.421,40.01,-75,AMAN
NODE_01,1784199678,2026-07-16 18:01:18,1603762,0.182,55.06,-59,AMAN
NODE_01,1784199738,2026-07-16 18:02:18,651593,0.074,49.81,-65,AMAN
NODE_01,1784199798,2026-07-16 18:03:18,4482384,0.508,46.0,-76,AMAN
NODE_01,1784199858,2026-07-16 18:04:18,1985089,0.225,53.02,-81,AMAN
NODE_01,1784199918,2026-07-16 18:05:18,710909,0.081,46.05,-72,AMAN
NODE_01,1784199978,2026-07-16 18:06:18,1583669,0.179,48.47,-69,AMAN
NODE_01,1784200038,2026-07-16 18:07:18,3041538,0.345,47.33,-49,AMAN
NODE_01,1784200098,2026-07-16 18:08:18,1774971,0.201,49.32,-53,AMAN
NODE_01,1784200158,2026-07-16 18:09:18,5322711,0.603,43.43,-85,AMAN
NODE_01,1784200218,2026-07-16 18:10:18,2403345,0.272,46.29,-50,AMAN
NODE_01,1784200278,2026-07-16 18:11:18,0,0.0,39.93,-65,AMAN
NODE_01,1784200338,2026-07-16 18:12:18,3863275,0.438,50.89,-51,AMAN
NODE_01,1784200398,2026-07-16 18:13:18,5167782,0.585,49.09,-74,AMAN
NODE_01,1784200458,2026-07-16 18:14:18,960361,0.109,55.76,-73,AMAN
NODE_01,1784200518,2026-07-16 18:15:18,1547530,0.175,48.15,-69,AMAN
NODE_01,1784200578,2026-07-16 18:16:18,1971742,0.223,44.41,-72,AMAN
NODE_01,1784200638,2026-07-16 18:17:18,3539035,0.401,53.93,-62,AMAN
NODE_01,1784200698,2026-07-16 18:18:18,456741,0.052,54.25,-83,AMAN
NODE_01,1784200758,2026-07-16 18:19:18,343315,0.039,48.75,-64,AMAN
NODE_01,1784200818,2026-07-16 18:20:18,1304006,0.148,52.55,-75,AMAN
NODE_01,1784200878,2026-07-16 18:21:18,81478,0.009,40.29,-47,AMAN
NODE_01,1784200938,2026-07-16 18:22:18,5049765,0.572,39.69,-45,AMAN
NODE_01,1784200998,2026-07-16 18:23:18,2072375,0.235,48.36,-63,AMAN
NODE_01,1784201058,2026-07-16 18:24:18,2004995,0.227,52.86,-48,AMAN
NODE_01,1784201118,2026-07-16 18:25:18,2640941,0.299,43.94,-45,AMAN
NODE_01,1784201178,2026-07-16 18:26:18,270594,0.031,53.26,-78,AMAN
NODE_01,1784201238,2026-07-16 18:27:18,1437974,0.163,40.74,-78,AMAN
NODE_01,1784201298,2026-07-16 18:28:18,1469095,0.166,55.43,-75,AMAN
NODE_01,1784201358,2026-07-16 18:29:18,2307853,0.261,52.89,-64,AMAN
NODE_01,1784201418,2026-07-16 18:30:18,4849369,0.549,54.63,-58,AMAN
NODE_01,1784201478,2026-07-16 18:31:18,1283154,0.145,40.65,-85,AMAN
NODE_01,1784201538,2026-07-16 18:32:18,4036684,0.457,53.97,-62,AMAN
NODE_01,1784201598,2026-07-16 18:33:18,0,0.0,54.16,-71,AMAN
NODE_01,1784201658,2026-07-16 18:34:18,3900463,0.442,42.86,-75,AMAN
NODE_01,1784201718,2026-07-16 18:35:18,1340663,0.152,42.43,-81,AMAN
NODE_01,1784201778,2026-07-16 18:36:18,2443922,0.277,44.16,-66,AMAN
NODE_01,1784201838,2026-07-16 18:37:18,3777878,0.428,45.79,-70,AMAN
NODE_01,1784201898,2026-07-16 18:38:18,4069118,0.461,53.01,-68,AMAN
NODE_01,1784201958,2026-07-16 18:39:18,1650916,0.187,53.76,-60,AMAN
NODE_01,1784202018,2026-07-16 18:40:18,3559488,0.403,49.83,-57,AMAN
NODE_01,1784202078,2026-07-16 18:41:18,4515880,0.512,54.15,-65,AMAN
NODE_01,1784202138,2026-07-16 18:42:18,3060234,0.347,49.1,-54,AMAN
NODE_01,1784202198,2026-07-16 18:43:18,1043050,0.118,41.98,-66,AMAN
NODE_01,1784202258,2026-07-16 18:44:18,2530310,0.287,44.61,-71,AMAN
NODE_01,1784202318,2026-07-16 18:45:18,1123463,0.127,50.94,-82,AMAN
NODE_01,1784202378,2026-07-16 18:46:18,3623395,0.411,47.58,-54,AMAN
NODE_01,1784202438,2026-07-16 18:47:18,2854310,0.323,52.52,-71,AMAN
NODE_01,1784202498,2026-07-16 18:48:18,1432386,0.162,45.98,-62,AMAN
NODE_01,1784202558,2026-07-16 18:49:18,2614567,0.296,41.75,-60,AMAN
NODE_01,1784202618,2026-07-16 18:50:18,2585774,0.293,45.56,-77,AMAN
NODE_01,1784202678,2026-07-16 18:51:18,2911405,0.33,48.26,-45,AMAN
NODE_01,1784202738,2026-07-16 18:52:18,3108429,0.352,41.42,-83,AMAN
NODE_01,1784202798,2026-07-16 18:53:18,2834979,0.321,52.19,-75,AMAN
NODE_01,1784202858,2026-07-16 18:54:18,1453697,0.165,50.9,-75,AMAN
NODE_01,1784202918,2026-07-16 18:55:18,1639986,0.186,50.8,-71,AMAN
NODE_01,1784202978,2026-07-16 18:56:18,4183609,0.474,42.9,-62,AMAN
NODE_01,1784203038,2026-07-16 18:57:18,4376176,0.496,52.0,-50,AMAN
NODE_01,1784203098,2026-07-16 18:58:18,3381475,0.383,47.65,-53,AMAN
NODE_01,1784203158,2026-07-16 18:59:18,2207823,0.25,54.17,-51,AMAN
NODE_01,1784203218,2026-07-16 19:00:18,1160513,0.131,41.47,-67,AMAN
NODE_01,1784203278,2026-07-16 19:01:18,4497517,0.51,40.99,-54,AMAN
NODE_01,1784203338,2026-07-16 19:02:18,3434318,0.389,53.96,-73,AMAN
NODE_01,1784203398,2026-07-16 19:03:18,2755439,0.312,45.95,-77,AMAN
NODE_01,1784203458,2026-07-16 19:04:18,3725635,0.422,41.63,-69,AMAN
NODE_01,1784203518,2026-07-16 19:05:18,2665160,0.302,51.77,-80,AMAN
NODE_01,1784203578,2026-07-16 19:06:18,2483676,0.281,42.58,-48,AMAN
NODE_01,1784203638,2026-07-16 19:07:18,3984009,0.451,48.52,-61,AMAN
NODE_01,1784203698,2026-07-16 19:08:18,1239241,0.14,54.37,-81,AMAN
NODE_01,1784203758,2026-07-16 19:09:18,2372289,0.269,39.67,-73,AMAN
NODE_01,1784203818,2026-07-16 19:10:18,3946852,0.447,43.49,-79,AMAN
NODE_01,1784203878,2026-07-16 19:11:18,1394114,0.158,48.88,-84,AMAN
NODE_01,1784203938,2026-07-16 19:12:18,1496435,0.17,41.71,-53,AMAN
NODE_01,1784203998,2026-07-16 19:13:18,3964199,0.449,40.86,-81,AMAN
NODE_01,1784204058,2026-07-16 19:14:18,1553351,0.176,50.41,-61,AMAN
NODE_01,1784204118,2026-07-16 19:15:18,3424255,0.388,53.28,-57,AMAN
NODE_01,1784204178,2026-07-16 19:16:18,21055,0.002,50.19,-76,AMAN
NODE_01,1784204238,2026-07-16 19:17:18,574684,0.065,49.24,-71,AMAN
NODE_01,1784204298,2026-07-16 19:18:18,1958267,0.222,48.18,-75,AMAN
NODE_01,1784204358,2026-07-16 19:19:18,0,0.0,44.63,-59,AMAN
NODE_01,1784204418,2026-07-16 19:20:18,861799,0.098,50.77,-49,AMAN
NODE_01,1784204478,2026-07-16 19:21:18,4242192,0.481,44.1,-68,AMAN
NODE_01,1784204538,2026-07-16 19:22:18,3569969,0.404,43.35,-81,AMAN
NODE_01,1784204598,2026-07-16 19:23:18,2013030,0.228,48.8,-59,AMAN
NODE_01,1784204658,2026-07-16 19:24:18,5040092,0.571,43.05,-67,AMAN
NODE_01,1784204718,2026-07-16 19:25:18,4774697,0.541,53.27,-85,AMAN
NODE_01,1784204778,2026-07-16 19:26:18,3030232,0.343,49.81,-55,AMAN
NODE_01,1784204838,2026-07-16 19:27:18,2997786,0.34,49.65,-77,AMAN
NODE_01,1784204898,2026-07-16 19:28:18,200947,0.023,53.01,-73,AMAN
NODE_01,1784204958,2026-07-16 19:29:18,2928945,0.332,47.49,-73,AMAN
NODE_01,1784205018,2026-07-16 19:30:18,0,0.0,40.79,-46,AMAN
NODE_01,1784205078,2026-07-16 19:31:18,1216504,0.138,46.58,-54,AMAN
NODE_01,1784205138,2026-07-16 19:32:18,440005,0.05,42.67,-56,AMAN
NODE_01,1784205198,2026-07-16 19:33:18,2827821,0.32,53.96,-56,AMAN
NODE_01,1784205258,2026-07-16 19:34:18,3229934,0.366,49.52,-63,AMAN
NODE_01,1784205318,2026-07-16 19:35:18,2120967,0.24,45.78,-78,AMAN
NODE_01,1784205378,2026-07-16 19:36:18,1658657,0.188,53.61,-73,AMAN
NODE_01,1784205438,2026-07-16 19:37:18,4632844,0.525,42.54,-51,AMAN
NODE_01,1784205498,2026-07-16 19:38:18,2443036,0.277,49.72,-81,AMAN
NODE_01,1784205558,2026-07-16 19:39:18,713213,0.081,39.5,-74,AMAN
NODE_01,1784205618,2026-07-16 19:40:18,2762101,0.313,47.53,-73,AMAN
NODE_01,1784205678,2026-07-16 19:41:18,3856517,0.437,46.73,-51,AMAN
NODE_01,1784205738,2026-07-16 19:42:18,1162686,0.132,52.55,-72,AMAN
NODE_01,1784205798,2026-07-16 19:43:18,2814854,0.319,50.34,-78,AMAN
NODE_01,1784205858,2026-07-16 19:44:18,2327249,0.264,42.23,-56,AMAN
NODE_01,1784205918,2026-07-16 19:45:18,2986687,0.338,42.53,-68,AMAN
NODE_01,1784205978,2026-07-16 19:46:18,2036740,0.231,48.69,-60,AMAN
NODE_01,1784206038,2026-07-16 19:47:18,4908775,0.556,47.69,-74,AMAN
NODE_01,1784206098,2026-07-16 19:48:18,978690,0.111,42.46,-71,AMAN
NODE_01,1784206158,2026-07-16 19:49:18,1610821,0.183,43.28,-67,AMAN
NODE_01,1784206218,2026-07-16 19:50:18,4488495,0.509,47.45,-55,AMAN
NODE_01,1784206278,2026-07-16 19:51:18,0,0.0,54.15,-49,AMAN
NODE_01,1784206338,2026-07-16 19:52:18,3088224,0.35,53.56,-58,AMAN
NODE_01,1784206398,2026-07-16 19:53:18,0,0.0,48.8,-46,AMAN
NODE_01,1784206458,2026-07-16 19:54:18,785698,0.089,49.69,-54,AMAN
NODE_01,1784206518,2026-07-16 19:55:18,2055945,0.233,46.13,-81,AMAN
NODE_01,1784206578,2026-07-16 19:56:18,945994,0.107,54.4,-75,AMAN
NODE_01,1784206638,2026-07-16 19:57:18,0,0.0,52.87,-76,AMAN
NODE_01,1784206698,2026-07-16 19:58:18,1537650,0.174,48.48,-55,AMAN
NODE_01,1784206758,2026-07-16 19:59:18,4344816,0.492,47.24,-51,AMAN
NODE_01,1784206818,2026-07-16 20:00:18,4483959,0.508,43.77,-45,AMAN
NODE_01,1784206878,2026-07-16 20:01:18,1132574,0.128,52.3,-66,AMAN
NODE_01,1784206938,2026-07-16 20:02:18,0,0.0,47.74,-60,AMAN
NODE_01,1784206998,2026-07-16 20:03:18,2549622,0.289,45.73,-79,AMAN
NODE_01,1784207058,2026-07-16 20:04:18,4962683,0.562,54.61,-56,AMAN
NODE_01,1784207118,2026-07-16 20:05:18,1968271,0.223,39.77,-73,AMAN
NODE_01,1784207178,2026-07-16 20:06:18,4163414,0.472,51.72,-50,AMAN
NODE_01,1784207238,2026-07-16 20:07:18,2682807,0.304,47.41,-76,AMAN
NODE_01,1784207298,2026-07-16 20:08:18,2621938,0.297,53.02,-76,AMAN
NODE_01,1784207358,2026-07-16 20:09:18,2691117,0.305,44.76,-68,AMAN
NODE_01,1784207418,2026-07-16 20:10:18,5725793,0.649,53.4,-46,AMAN
NODE_01,1784207478,2026-07-16 20:11:18,1437989,0.163,52.34,-46,AMAN
NODE_01,1784207538,2026-07-16 20:12:18,3178480,0.36,49.88,-61,AMAN
NODE_01,1784207598,2026-07-16 20:13:18,4445499,0.504,45.3,-70,AMAN
NODE_01,1784207658,2026-07-16 20:14:18,1885488,0.214,43.56,-57,AMAN
NODE_01,1784207718,2026-07-16 20:15:18,4555772,0.516,44.8,-74,AMAN
NODE_01,1784207778,2026-07-16 20:16:18,5637367,0.639,53.17,-52,AMAN
NODE_01,1784207838,2026-07-16 20:17:18,2343452,0.266,44.08,-45,AMAN
NODE_01,1784207898,2026-07-16 20:18:18,2614088,0.296,42.95,-74,AMAN
NODE_01,1784207958,2026-07-16 20:19:18,3541094,0.401,48.75,-66,AMAN
NODE_01,1784208018,2026-07-16 20:20:18,1624957,0.184,51.28,-45,AMAN
NODE_01,1784208078,2026-07-16 20:21:18,4983954,0.565,39.11,-52,AMAN
NODE_01,1784208138,2026-07-16 20:22:18,1281586,0.145,49.75,-47,AMAN
NODE_01,1784208198,2026-07-16 20:23:18,3599330,0.408,42.2,-81,AMAN
NODE_01,1784208258,2026-07-16 20:24:18,2485063,0.282,49.63,-64,AMAN
NODE_01,1784208318,2026-07-16 20:25:18,2732328,0.31,47.42,-85,AMAN
NODE_01,1784208378,2026-07-16 20:26:18,4707480,0.533,41.46,-60,AMAN
NODE_01,1784208438,2026-07-16 20:27:18,3499133,0.396,45.79,-54,AMAN
NODE_01,1784208498,2026-07-16 20:28:18,4294327,0.487,51.18,-55,AMAN
NODE_01,1784208558,2026-07-16 20:29:18,3619682,0.41,43.6,-50,AMAN
NODE_01,1784208618,2026-07-16 20:30:18,3213800,0.364,47.6,-77,AMAN
NODE_01,1784208678,2026-07-16 20:31:18,1871235,0.212,50.41,-68,AMAN
NODE_01,1784208738,2026-07-16 20:32:18,4926257,0.558,45.58,-68,AMAN
NODE_01,1784208798,2026-07-16 20:33:18,2379934,0.27,41.59,-57,AMAN
NODE_01,1784208858,2026-07-16 20:34:18,1042414,0.118,44.96,-69,AMAN
NODE_01,1784208918,2026-07-16 20:35:18,3552861,0.403,44.11,-69,AMAN
NODE_01,1784208978,2026-07-16 20:36:18,4859504,0.551,45.23,-85,AMAN
NODE_01,1784209038,2026-07-16 20:37:18,4612808,0.523,54.89,-65,AMAN
NODE_01,1784209098,2026-07-16 20:38:18,799893,0.091,40.58,-51,AMAN
NODE_01,1784209158,2026-07-16 20:39:18,1785944,0.202,52.21,-64,AMAN
NODE_01,1784209218,2026-07-16 20:40:18,4262588,0.483,46.33,-67,AMAN
NODE_01,1784209278,2026-07-16 20:41:18,5267412,0.597,46.72,-56,AMAN
NODE_01,1784209338,2026-07-16 20:42:18,2867458,0.325,44.35,-84,AMAN
NODE_01,1784209398,2026-07-16 20:43:18,1453378,0.165,50.74,-56,AMAN
NODE_01,1784209458,2026-07-16 20:44:18,3541478,0.401,49.74,-58,AMAN
NODE_01,1784209518,2026-07-16 20:45:18,0,0.0,54.22,-83,AMAN
NODE_01,1784209578,2026-07-16 20:46:18,2514084,0.285,51.55,-50,AMAN
NODE_01,1784209638,2026-07-16 20:47:18,5424539,0.615,43.01,-56,AMAN
NODE_01,1784209698,2026-07-16 20:48:18,2297897,0.26,54.59,-48,AMAN
NODE_01,1784209758,2026-07-16 20:49:18,0,0.0,52.6,-48,AMAN
NODE_01,1784209818,2026-07-16 20:50:18,2513709,0.285,43.42,-69,AMAN
NODE_01,1784209878,2026-07-16 20:51:18,1370491,0.155,42.83,-47,AMAN
NODE_01,1784209938,2026-07-16 20:52:18,2973695,0.337,53.0,-58,AMAN
NODE_01,1784209998,2026-07-16 20:53:18,2749037,0.311,45.2,-68,AMAN
NODE_01,1784210058,2026-07-16 20:54:18,1861679,0.211,41.42,-78,AMAN
NODE_01,1784210118,2026-07-16 20:55:18,1943619,0.22,52.35,-83,AMAN
NODE_01,1784210178,2026-07-16 20:56:18,2797246,0.317,50.53,-79,AMAN
NODE_01,1784210238,2026-07-16 20:57:18,2657826,0.301,53.17,-50,AMAN
NODE_01,1784210298,2026-07-16 20:58:18,1712183,0.194,43.7,-73,AMAN
NODE_01,1784210358,2026-07-16 20:59:18,2646219,0.3,40.93,-76,AMAN
NODE_01,1784210418,2026-07-16 21:00:18,4550161,0.516,40.6,-56,AMAN
NODE_01,1784210478,2026-07-16 21:01:18,1729013,0.196,49.11,-72,AMAN
NODE_01,1784210538,2026-07-16 21:02:18,1242334,0.141,41.79,-63,AMAN
NODE_01,1784210598,2026-07-16 21:03:18,673828,0.076,39.92,-68,AMAN
NODE_01,1784210658,2026-07-16 21:04:18,1652406,0.187,54.72,-58,AMAN
NODE_01,1784210718,2026-07-16 21:05:18,2685584,0.304,49.16,-82,AMAN
NODE_01,1784210778,2026-07-16 21:06:18,3061859,0.347,50.97,-70,AMAN
NODE_01,1784210838,2026-07-16 21:07:18,3557912,0.403,53.49,-55,AMAN
NODE_01,1784210898,2026-07-16 21:08:18,2663872,0.302,40.84,-82,AMAN
NODE_01,1784210958,2026-07-16 21:09:18,0,0.0,51.01,-78,AMAN
NODE_01,1784211018,2026-07-16 21:10:18,915623,0.104,51.85,-48,AMAN
NODE_01,1784211078,2026-07-16 21:11:18,1829704,0.207,47.47,-81,AMAN
NODE_01,1784211138,2026-07-16 21:12:18,2756940,0.312,43.43,-79,AMAN
NODE_01,1784211198,2026-07-16 21:13:18,2659933,0.301,52.48,-81,AMAN
NODE_01,1784211258,2026-07-16 21:14:18,1273251,0.144,52.31,-68,AMAN
NODE_01,1784211318,2026-07-16 21:15:18,1765713,0.2,47.05,-69,AMAN
NODE_01,1784211378,2026-07-16 21:16:18,5068851,0.574,47.37,-85,AMAN
NODE_01,1784211438,2026-07-16 21:17:18,3268447,0.37,40.58,-85,AMAN
NODE_01,1784211498,2026-07-16 21:18:18,229061,0.026,49.44,-56,AMAN
NODE_01,1784211558,2026-07-16 21:19:18,4114452,0.466,50.07,-75,AMAN
NODE_01,1784211618,2026-07-16 21:20:18,2728388,0.309,54.37,-84,AMAN
NODE_01,1784211678,2026-07-16 21:21:18,1136380,0.129,45.99,-85,AMAN
NODE_01,1784211738,2026-07-16 21:22:18,1646189,0.187,44.56,-63,AMAN
NODE_01,1784211798,2026-07-16 21:23:18,5504135,0.624,50.35,-56,AMAN
NODE_01,1784211858,2026-07-16 21:24:18,5555617,0.629,53.9,-52,AMAN
NODE_01,1784211918,2026-07-16 21:25:18,168208,0.019,54.0,-64,AMAN
NODE_01,1784211978,2026-07-16 21:26:18,2508863,0.284,48.35,-74,AMAN
NODE_01,1784212038,2026-07-16 21:27:18,1427349,0.162,41.6,-72,AMAN
NODE_01,1784212098,2026-07-16 21:28:18,1886493,0.214,42.1,-72,AMAN
NODE_01,1784212158,2026-07-16 21:29:18,1825066,0.207,52.95,-49,AMAN
NODE_01,1784212218,2026-07-16 21:30:18,3627854,0.411,49.79,-67,AMAN
NODE_01,1784212278,2026-07-16 21:31:18,79650,0.009,48.28,-81,AMAN
NODE_01,1784212338,2026-07-16 21:32:18,2317530,0.263,52.14,-48,AMAN
NODE_01,1784212398,2026-07-16 21:33:18,5604090,0.635,50.92,-77,AMAN
NODE_01,1784212458,2026-07-16 21:34:18,1508924,0.171,44.3,-81,AMAN
NODE_01,1784212518,2026-07-16 21:35:18,1573629,0.178,50.63,-51,AMAN
NODE_01,1784212578,2026-07-16 21:36:18,2018186,0.229,49.16,-47,AMAN
NODE_01,1784212638,2026-07-16 21:37:18,2368699,0.268,42.8,-46,AMAN
NODE_01,1784212698,2026-07-16 21:38:18,544893,0.062,54.26,-83,AMAN
NODE_01,1784212758,2026-07-16 21:39:18,3191108,0.362,46.69,-49,AMAN
NODE_01,1784212818,2026-07-16 21:40:18,2870614,0.325,53.63,-69,AMAN
NODE_01,1784212878,2026-07-16 21:41:18,4383630,0.497,54.47,-45,AMAN
NODE_01,1784212938,2026-07-16 21:42:18,568184,0.064,41.83,-81,AMAN
NODE_01,1784212998,2026-07-16 21:43:18,4076535,0.462,53.86,-78,AMAN
NODE_01,1784213058,2026-07-16 21:44:18,2550590,0.289,49.21,-58,AMAN
NODE_01,1784213118,2026-07-16 21:45:18,3059874,0.347,50.8,-54,AMAN
NODE_01,1784213178,2026-07-16 21:46:18,3151880,0.357,42.43,-80,AMAN
NODE_01,1784213238,2026-07-16 21:47:18,1751698,0.198,44.74,-56,AMAN
NODE_01,1784213298,2026-07-16 21:48:18,2379332,0.27,47.24,-84,AMAN
NODE_01,1784213358,2026-07-16 21:49:18,4216769,0.478,52.47,-49,AMAN
NODE_01,1784213418,2026-07-16 21:50:18,3441844,0.39,44.87,-45,AMAN
NODE_01,1784213478,2026-07-16 21:51:18,4191349,0.475,49.93,-59,AMAN
NODE_01,1784213538,2026-07-16 21:52:18,2710366,0.307,43.17,-52,AMAN
NODE_01,1784213598,2026-07-16 21:53:18,2777731,0.315,42.31,-63,AMAN
NODE_01,1784213658,2026-07-16 21:54:18,2415721,0.274,45.14,-52,AMAN
NODE_01,1784213718,2026-07-16 21:55:18,3148538,0.357,51.71,-80,AMAN
NODE_01,1784213778,2026-07-16 21:56:18,2406225,0.273,50.63,-47,AMAN
NODE_01,1784213838,2026-07-16 21:57:18,3192110,0.362,43.44,-57,AMAN
NODE_01,1784213898,2026-07-16 21:58:18,804349,0.091,54.58,-59,AMAN
NODE_01,1784213958,2026-07-16 21:59:18,4039452,0.458,48.15,-77,AMAN
NODE_01,1784214018,2026-07-16 22:00:18,5014223,0.568,53.81,-61,AMAN
NODE_01,1784214078,2026-07-16 22:01:18,2676051,0.303,43.54,-76,AMAN
NODE_01,1784214138,2026-07-16 22:02:18,2803258,0.318,49.98,-46,AMAN
NODE_01,1784214198,2026-07-16 22:03:18,2509358,0.284,53.91,-52,AMAN
NODE_01,1784214258,2026-07-16 22:04:18,2908974,0.33,54.46,-45,AMAN
NODE_01,1784214318,2026-07-16 22:05:18,3922911,0.444,49.85,-60,AMAN
NODE_01,1784214378,2026-07-16 22:06:18,1438820,0.163,54.94,-70,AMAN
NODE_01,1784214438,2026-07-16 22:07:18,0,0.0,50.67,-65,AMAN
NODE_01,1784214498,2026-07-16 22:08:18,1345223,0.152,41.54,-80,AMAN
NODE_01,1784214558,2026-07-16 22:09:18,835640,0.095,53.8,-79,AMAN
NODE_01,1784214618,2026-07-16 22:10:18,3271363,0.371,54.2,-76,AMAN
NODE_01,1784214678,2026-07-16 22:11:18,4790163,0.543,44.99,-58,AMAN
NODE_01,1784214738,2026-07-16 22:12:18,2879843,0.326,47.93,-72,AMAN
NODE_01,1784214798,2026-07-16 22:13:18,1465660,0.166,53.15,-84,AMAN
NODE_01,1784214858,2026-07-16 22:14:18,3888589,0.441,46.1,-67,AMAN
NODE_01,1784214918,2026-07-16 22:15:18,5196213,0.589,44.8,-76,AMAN
NODE_01,1784214978,2026-07-16 22:16:18,2489159,0.282,46.44,-58,AMAN
NODE_01,1784215038,2026-07-16 22:17:18,4229923,0.479,53.41,-55,AMAN
NODE_01,1784215098,2026-07-16 22:18:18,2439042,0.276,53.2,-66,AMAN
NODE_01,1784215158,2026-07-16 22:19:18,428895,0.049,52.92,-72,AMAN
NODE_01,1784215218,2026-07-16 22:20:18,0,0.0,50.04,-75,AMAN
NODE_01,1784215278,2026-07-16 22:21:18,1267698,0.144,43.52,-48,AMAN
NODE_01,1784215338,2026-07-16 22:22:18,2196782,0.249,51.87,-83,AMAN
NODE_01,1784215398,2026-07-16 22:23:18,708843,0.08,46.49,-79,AMAN
NODE_01,1784215458,2026-07-16 22:24:18,0,0.0,49.24,-62,AMAN
NODE_01,1784215518,2026-07-16 22:25:18,4780910,0.542,48.38,-83,AMAN
NODE_01,1784215578,2026-07-16 22:26:18,1124903,0.127,44.88,-63,AMAN
NODE_01,1784215638,2026-07-16 22:27:18,2640526,0.299,48.86,-63,AMAN
NODE_01,1784215698,2026-07-16 22:28:18,3302445,0.374,54.47,-68,AMAN
NODE_01,1784215758,2026-07-16 22:29:18,1043154,0.118,50.0,-51,AMAN
NODE_01,1784215818,2026-07-16 22:30:18,2078380,0.235,47.2,-56,AMAN
NODE_01,1784215878,2026-07-16 22:31:18,622847,0.071,51.62,-52,AMAN
NODE_01,1784215938,2026-07-16 22:32:18,3512167,0.398,53.75,-68,AMAN
NODE_01,1784215998,2026-07-16 22:33:18,1373149,0.156,42.74,-62,AMAN
NODE_01,1784216058,2026-07-16 22:34:18,2947533,0.334,44.84,-55,AMAN
NODE_01,1784216118,2026-07-16 22:35:18,3453920,0.391,52.04,-76,AMAN
NODE_01,1784216178,2026-07-16 22:36:18,4614041,0.523,53.29,-50,AMAN
NODE_01,1784216238,2026-07-16 22:37:18,892722,0.101,52.6,-79,AMAN
NODE_01,1784216298,2026-07-16 22:38:18,4662423,0.528,48.3,-52,AMAN
NODE_01,1784216358,2026-07-16 22:39:18,2431121,0.275,41.55,-74,AMAN
NODE_01,1784216418,2026-07-16 22:40:18,4061161,0.46,42.01,-83,AMAN
NODE_01,1784216478,2026-07-16 22:41:18,4285931,0.486,47.53,-70,AMAN
NODE_01,1784216538,2026-07-16 22:42:18,2912524,0.33,48.04,-65,AMAN
NODE_01,1784216598,2026-07-16 22:43:18,661467,0.075,39.86,-45,AMAN
NODE_01,1784216658,2026-07-16 22:44:18,2732607,0.31,42.66,-59,AMAN
NODE_01,1784216718,2026-07-16 22:45:18,1927285,0.218,44.98,-49,AMAN
NODE_01,1784216778,2026-07-16 22:46:18,3188888,0.361,53.14,-79,AMAN
NODE_01,1784216838,2026-07-16 22:47:18,2171253,0.246,42.68,-74,AMAN
NODE_01,1784216898,2026-07-16 22:48:18,1629462,0.185,53.9,-46,AMAN
NODE_01,1784216958,2026-07-16 22:49:18,4161739,0.472,41.6,-47,AMAN
NODE_01,1784217018,2026-07-16 22:50:18,1006447,0.114,49.54,-79,AMAN
NODE_01,1784217078,2026-07-16 22:51:18,3080250,0.349,41.79,-63,AMAN
NODE_01,1784217138,2026-07-16 22:52:18,2503446,0.284,44.82,-77,AMAN
NODE_01,1784217198,2026-07-16 22:53:18,2111371,0.239,39.95,-70,AMAN
NODE_01,1784217258,2026-07-16 22:54:18,0,0.0,53.02,-53,AMAN
NODE_01,1784217318,2026-07-16 22:55:18,1856796,0.21,54.44,-56,AMAN
NODE_01,1784217378,2026-07-16 22:56:18,735071,0.083,48.69,-54,AMAN
NODE_01,1784217438,2026-07-16 22:57:18,518398,0.059,44.78,-60,AMAN
NODE_01,1784217498,2026-07-16 22:58:18,4222502,0.478,44.0,-79,AMAN
NODE_01,1784217558,2026-07-16 22:59:18,1561054,0.177,43.86,-85,AMAN
NODE_01,1784217618,2026-07-16 23:00:18,3951629,0.448,41.35,-51,AMAN
NODE_01,1784217678,2026-07-16 23:01:18,2206438,0.25,45.49,-67,AMAN
NODE_01,1784217738,2026-07-16 23:02:18,1695103,0.192,51.6,-73,AMAN
